rank_unknown,Annotation,locus_tag,WP,protein_id_base,UNIPROTKB,gene_symbol,product,Protein_names,prob_ensemble_with_position,prob_logreg_with_position,prob_rf_with_position,prob_xgb_with_position,prob_ensemble_mean_no_position,prob_logreg_no_position,prob_rf_no_position,prob_xgb_no_position,Gene length,Prob_per_len,Prob_per_kb,chromosome_region_start,chromosome_region_end,filamentous_diazotroph_hits,non_diazotroph_hits,Cyanothece_%ID,diazo_hit_count,diazo_hit_frac,diazo_mean_pident,nondiazo_hit_frac,nondiazo_mean_pident,diazo_minus_nondiazo_mean_pident,has_cyanothece_51142_hit,has_nondiazo_hit_80pct,Cyanothece_Prot,Gloeothece_Prot,anabaena_variabilis_atcc29413__Prot,anabaena_variabilis_atcc29413__pident,anabaena_variabilis_atcc29413__evalue,arthrospira_maxima_cs-328__Prot,arthrospira_maxima_cs-328__pident,arthrospira_maxima_cs-328__evalue,crocosphaera_watsonii_wh8501__Prot,crocosphaera_watsonii_wh8501__pident,crocosphaera_watsonii_wh8501__evalue,cyanothece_sp_atcc51142__Prot,cyanothece_sp_atcc51142__pident,cyanothece_sp_atcc51142__evalue,gloeothece_sp_6803__Prot,gloeothece_sp_6803__pident,gloeothece_sp_6803__evalue,nostoc_azollae_0708__Prot,nostoc_azollae_0708__pident,nostoc_azollae_0708__evalue,nostoc_punctiforme_pcc73102__Prot,nostoc_punctiforme_pcc73102__pident,nostoc_punctiforme_pcc73102__evalue,synechococcus_elongatus_pcc7942__Prot,synechococcus_elongatus_pcc7942__pident,synechococcus_elongatus_pcc7942__evalue
2408,all4626,,,,,,,,0.181787549,0.402213793,0.105574299,0.037574556,0.194964443,0.338956074,0.116042654,0.1298946,403,0.000451086,0.45108573,5530332,5530735,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,all4433,PCC7120DELTA_RS23830,WP_010998568.1,WP_010998568,Q8YNX6,PCC7120DELTA_RS23830,filamentous hemagglutinin N-terminal domain-containing protein,All4433 protein,0.181586258,0.40646972,0.09862615,0.039662905,0.176818215,0.329933349,0.07515647,0.12536483,3202,5.67e-05,0.056710262,5314331,5317533,1.0,0.0,0.0,3,0.375,52.781,0.0,,,0.0,0.0,,tr|B7KC85|B7KC85_GLOC7,tr|Q3MDC3|Q3MDC3_TRIV2,89.061,0.0,,,,,,,,,,tr|B7KC85|B7KC85_GLOC7,34.641,3.8600000000000006e-129,,,,,,,,,
2410,asr2781,,,,,,,,0.181526067,0.001056,0.204459272,0.33906293,0.342166169,0.001214378,0.474834637,0.5504495,271,0.000669838,0.669837885,3379537,3379808,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,all1489,PCC7120DELTA_RS09235,WP_010995659.1,WP_010995659,Q8YWV5,PCC7120DELTA_RS09235,DUF6920 family protein,All1489 protein,0.181515113,0.450603686,0.042307885,0.051633768,0.285757753,0.560900123,0.109420947,0.18695219,958,0.000189473,0.189472978,1751356,1752314,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,alr2270,PCC7120DELTA_RS13205,WP_010996427.1,WP_010996427,Q8YUR5,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase),0.18147108,0.298099819,0.118801024,0.1275124,0.326266622,0.497249128,0.283937901,0.19761284,943,0.00019244,0.192440169,2733800,2734743,1.0,2.0,64.615,8,1.0,70.465875,1.0,58.457,12.008875,0.0,0.0,tr|B1WQL6|B1WQL6_CROS5,sp|B7KKQ2|LPXC_GLOC7,sp|Q3MH15|LPXC_TRIV2,93.571,0.0,tr|B5W105|B5W105_LIMMA,60.87,3.1799999999999997e-113,tr|Q4BYY8|Q4BYY8_CROWT,62.362,4.49e-120,tr|B1WQL6|B1WQL6_CROS5,64.615,5.49e-118,sp|B7KKQ2|LPXC_GLOC7,61.091,1.5e-122,tr|D7E465|D7E465_NOSA0,76.812,3.4e-156,WP_012409451.1,79.57,4.85e-161,sp|P72988|LPXC_SYNY3,56.044,5.7899999999999996e-98
2413,alr1403,,,,,,,,0.181426727,0.429130858,0.09038039,0.024768932,0.205035685,0.541239331,0.022062488,0.051805235,1771,0.000102443,0.102443098,1667811,1669582,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,alr0347,PCC7120DELTA_RS03675,WP_010994523.1,WP_010994523,Q8YZV8,PCC7120DELTA_RS03675,hypothetical protein,Alr0347 protein,0.181323401,0.464019197,0.054110566,0.025840439,0.268940566,0.615378629,0.083842491,0.10760058,640,0.000283318,0.283317814,398030,398670,1.0,0.0,0.0,3,0.375,74.38966667,0.0,,,0.0,0.0,,,tr|Q3M9C8|Q3M9C8_TRIV2,96.648,2.41e-126,,,,,,,,,,,,,tr|D7E0Q7|D7E0Q7_NOSA0,58.286,2.01e-67,WP_012408879.1,68.235,1.21e-75,,,
2415,alr1266,PCC7120DELTA_RS08170,WP_010995438.1,WP_010995438,Q8YXE7,PCC7120DELTA_RS08170,GmrSD restriction endonuclease domain-containing protein,Alr1266 protein,0.181218424,0.448077312,0.082381698,0.013196263,0.219783272,0.566043303,0.043237824,0.050068688,1900,9.54e-05,0.095378118,1501653,1503553,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,all3320,PCC7120DELTA_RS18345,WP_010997471.1,WP_010997471,,vgrG,type VI secretion system tip protein VgrG,,0.181173908,0.498438336,0.037590105,0.007493284,0.189020449,0.507894347,0.025441839,0.03372516,1870,9.69e-05,0.096884443,4014538,4016408,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,alr1139,PCC7120DELTA_RS07555,WP_044520824.1,WP_044520824,,PCC7120DELTA_RS07555,hypothetical protein,,0.181130373,0.475127395,0.029847527,0.038416196,0.284647232,0.609926431,0.112401922,0.13161334,718,0.000252271,0.252270714,1338761,1339479,1.0,0.0,0.0,1,0.125,95.876,0.0,,,0.0,0.0,,,tr|Q3M4U3|Q3M4U3_TRIV2,95.876,3.1699999999999997e-137,,,,,,,,,,,,,,,,,,,,,
2418,all3223,,,,,,,,0.180980761,0.521521095,0.016104598,0.005316591,0.198444511,0.538958261,0.024748512,0.03162676,826,0.000219105,0.219105038,3890296,3891122,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,all4128,PCC7120DELTA_RS22365,WP_010998267.1,WP_010998267,Q8YPR4,PCC7120DELTA_RS22365,LA_3751/LA_3752 family putative glycosyltransferase,All4128 protein,0.18097344,0.485326988,0.035358446,0.022234885,0.203216071,0.418121888,0.094312215,0.09721411,1687,0.000107275,0.107275305,4975086,4976773,1.0,0.0,36.439,4,0.5,56.43625,0.0,,,0.0,0.0,tr|B1WWN4|B1WWN4_CROS5,,tr|Q3MF36|Q3MF36_TRIV2,91.477,0.0,,,,,,,tr|B1WWN4|B1WWN4_CROS5,36.439,1.43e-111,,,,tr|D7DYJ8|D7DYJ8_NOSA0,61.39,0.0,,,,,,
2420,all1618,PCC7120DELTA_RS09905,WP_010995787.1,WP_010995787,Q8YWJ5,PCC7120DELTA_RS09905,Uma2 family endonuclease,All1618 protein,0.180935884,0.296875961,0.135612358,0.11031933,0.278623844,0.377534298,0.227219777,0.23111746,670,0.000270054,0.270053558,1905964,1906634,1.0,0.0,0.0,1,0.125,86.243,0.0,,,0.0,0.0,,,tr|Q3M5A8|Q3M5A8_TRIV2,86.243,5.6999999999999996e-120,,,,,,,,,,,,,,,,,,,,,
2421,all1974,PCC7120DELTA_RS11655,WP_010996136.1,WP_010996136,Q8YVK3,PCC7120DELTA_RS11655,hypothetical protein,All1974 protein,0.180870203,0.388015631,0.050625159,0.10396982,0.328400486,0.464553447,0.217250504,0.3033975,3730,4.85e-05,0.048490671,2358197,2361927,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,alr3659,PCC7120DELTA_RS20025,WP_010997803.1,WP_010997803,Q8YR01,PCC7120DELTA_RS20025,calcium-binding protein,Alr3659 protein,0.180804244,0.146573523,0.235876927,0.15996228,0.261830865,0.168361818,0.353435926,0.26369485,1870,9.67e-05,0.096686761,4415044,4416914,1.0,1.0,0.0,2,0.25,81.3105,0.5,33.836,47.4745,0.0,0.0,,,tr|Q3M701|Q3M701_TRIV2,92.19,0.0,tr|B5VY81|B5VY81_LIMMA,33.836,3.4300000000000005e-27,,,,,,,,,,,,,WP_052304672.1,70.431,0.0,,,
2423,all4445,PCC7120DELTA_RS23890,WP_010998578.1,WP_010998578,Q8YNW6,PCC7120DELTA_RS23890,phosphate-starvation-inducible PsiE family protein,All4445 protein,0.180789865,0.441460416,0.070942904,0.029966276,0.190172411,0.323151342,0.129788367,0.11757752,598,0.000302324,0.302324189,5330039,5330637,2.0,1.0,67.516,6,0.75,75.54116667,0.5,72.109,3.432166667,0.0,0.0,tr|B1WP03|B1WP03_CROS5,tr|B7KDC5|B7KDC5_GLOC7,tr|Q3MDE2|Q3MDE2_TRIV2,98.788,2.83e-115,,,,,,,tr|B1WP03|B1WP03_CROS5,67.516,3.54e-69,tr|B7KDC5|B7KDC5_GLOC7,68.831,3.94e-63,,,,WP_012407378.1,81.765,2.58e-90,tr|P72722|P72722_SYNY3,72.109,7.38e-63
2424,all1189,PCC7120DELTA_RS07795,WP_044522795.1,WP_044522795,,PCC7120DELTA_RS07795,DMT family transporter,,0.180726237,0.396231724,0.046947308,0.09899968,0.293025023,0.49457702,0.153285641,0.2312124,1156,0.000156338,0.156337575,1399745,1400901,1.0,1.0,53.392,7,0.875,61.27714286,0.5,46.705,14.57214286,0.0,0.0,tr|B1WUQ6|B1WUQ6_CROS5,tr|B7KJV5|B7KJV5_GLOC7,tr|Q3MFK2|Q3MFK2_TRIV2,92.55,0.0,,,,tr|Q4C604|Q4C604_CROWT,52.959,4.05e-118,tr|B1WUQ6|B1WUQ6_CROS5,53.392,5.08e-116,tr|B7KJV5|B7KJV5_GLOC7,51.714,1.26e-110,,,,WP_041565782.1,73.219,0.0,sp|P73771|Y1164_SYNY3,46.705,6.28e-92
2425,all3288,PCC7120DELTA_RS18190,WP_010997439.1,WP_010997439,Q8YS04,PCC7120DELTA_RS18190,DUF11 domain-containing protein,All3288 protein,0.18071207,0.471291717,0.057256585,0.013587908,0.204519042,0.484874147,0.056368977,0.072314,3256,5.55e-05,0.05550125,3963306,3966562,1.0,0.0,0.0,1,0.125,90.598,0.0,,,0.0,0.0,,,tr|Q3M398|Q3M398_TRIV2,90.598,0.0,,,,,,,,,,,,,,,,,,,,,
2426,asr2668,PCC7120DELTA_RS15125,WP_010996824.1,WP_010996824,Q8YTP6,PCC7120DELTA_RS15125,hypothetical protein,Asr2668 protein,0.180684665,0.35808514,0.103470093,0.08049876,0.191980862,0.385278318,0.109090088,0.08157418,316,0.000571787,0.571786915,3233989,3234305,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,alr3469,PCC7120DELTA_RS19070,WP_010997619.1,WP_010997619,Q8YRH8,PCC7120DELTA_RS19070,type II toxin-antitoxin system VapC family toxin,Alr3469 protein,0.180604676,0.288164681,0.078351446,0.1752979,0.284298477,0.250637007,0.264310073,0.33794835,487,0.000370851,0.370851491,4186300,4186787,0.0,1.0,0.0,4,0.5,41.5585,0.5,44.531,-2.9725,0.0,0.0,,,tr|Q3M5T8|Q3M5T8_TRIV2,44.882,3.42e-38,,,,tr|Q4BXM9|Q4BXM9_CROWT,45.312,3.8899999999999997e-38,,,,,,,tr|D7DVL7|D7DVL7_NOSA0,33.071,5.62e-22,WP_012407180.1,42.969,3.77e-36,tr|Q55519|Q55519_SYNY3,44.531,3.04e-33
2428,asl0448,,,,,,,,0.18047177,0.432453948,0.055100468,0.053860895,0.285114911,0.596536945,0.094992453,0.16381533,286,0.00063102,0.631020176,531012,531298,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,all0375,PCC7120DELTA_RS03800,WP_010994551.1,WP_010994551,Q8YZT2,ruvA,Holliday junction branch migration protein RuvA,Holliday junction branch migration complex subunit RuvA,0.180462864,0.475763012,0.042162041,0.023463538,0.230354181,0.581017585,0.030846546,0.07919841,742,0.000243211,0.243211406,438968,439710,3.0,2.0,52.153,8,1.0,66.73225,1.0,50.901,15.83125,0.0,0.0,sp|B1WUV7|RUVA_CROS5,sp|B7K970|RUVA_GLOC7,sp|Q3M9A3|RUVA_TRIV2,99.061,1.16e-155,tr|B5VYM9|B5VYM9_LIMMA,54.854,1.64e-71,tr|Q4C4Z8|Q4C4Z8_CROWT,52.857,1.3e-72,sp|B1WUV7|RUVA_CROS5,52.153,4.4700000000000005e-73,sp|B7K970|RUVA_GLOC7,51.196,4.28e-68,tr|D7DY55|D7DY55_NOSA0,88.038,2.87e-137,WP_041565497.1,87.204,4.06e-137,sp|P73554|RUVA_SYNY3,46.948,1.7e-53
2430,all4687,PCC7120DELTA_RS25060,WP_010998818.1,WP_010998818,Q8YN83,PCC7120DELTA_RS25060,trifunctional serine/threonine-protein kinase/ATP-binding protein/sensor histidine kinase,histidine kinase (EC 2.7.13.3),0.180445391,0.45862615,0.021913054,0.06079697,0.235627858,0.347548696,0.162343033,0.19699185,5803,3.11e-05,0.031095191,5588501,5594304,1.0,0.0,0.0,2,0.25,80.22,0.0,,,0.0,0.0,,,tr|Q3MBN4|Q3MBN4_TRIV2,92.32,0.0,,,,,,,,,,,,,,,,WP_012410185.1,68.12,0.0,,,
2431,alr0558,PCC7120DELTA_RS04720,WP_010994734.1,WP_010994734,Q8YZC1,PCC7120DELTA_RS04720,glycosyltransferase,Alr0558 protein,0.180403276,0.391229008,0.113323446,0.036657374,0.439068758,0.539072739,0.444305295,0.33382824,3142,5.74e-05,0.057416702,650227,653369,0.0,0.0,0.0,1,0.125,74.056,0.0,,,0.0,0.0,,,tr|Q3MAI0|Q3MAI0_TRIV2,74.056,0.0,,,,,,,,,,,,,,,,,,,,,
2432,alr1310,PCC7120DELTA_RS08380,WP_010995482.1,WP_010995482,Q8YXA5,PCC7120DELTA_RS08380,glycoside hydrolase,Alr1310 protein,0.180391096,2.17e-05,0.20431924,0.3368323,0.416267102,6.33e-05,0.512743805,0.73599416,2335,7.73e-05,0.077255287,1552255,1554590,3.0,1.0,63.249,8,1.0,75.448125,0.5,44.519,30.929125,0.0,0.0,tr|B1WRE8|B1WRE8_CROS5,tr|B7KL49|B7KL49_GLOC7,tr|Q3M8P1|Q3M8P1_TRIV2,99.059,0.0,,,,tr|Q4CA49|Q4CA49_CROWT,63.116,0.0,tr|B1WRE8|B1WRE8_CROS5,63.249,0.0,tr|B7KL49|B7KL49_GLOC7,70.628,0.0,tr|D7E307|D7E307_NOSA0,86.694,0.0,WP_012408255.1,86.962,0.0,tr|Q55545|Q55545_SYNY3,44.519,0.0
2433,asl3190,,,,,,,,0.180380698,0.336569967,0.125761772,0.07881036,0.236934155,0.287915778,0.173401597,0.24948509,253,0.000712967,0.712967187,3859946,3860199,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,asr0682,PCC7120DELTA_RS05305,WP_010994858.1,WP_010994858,Q8YZ06,PCC7120DELTA_RS05305,hypothetical protein,Asr0682 protein,0.180269609,0.431517008,0.062748587,0.046543233,0.26247408,0.58410409,0.070042329,0.13327582,340,0.000530205,0.530204734,789587,789927,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,all0291,PCC7120DELTA_RS03415,WP_010994468.1,WP_010994468,Q8Z012,PCC7120DELTA_RS03415,hypothetical protein,All0291 protein,0.180259188,0.444744136,0.049802306,0.04623112,0.261432467,0.605650366,0.072395155,0.10625188,565,0.000319043,0.31904281,329714,330279,1.0,0.0,57.237,4,0.5,71.194,0.0,,,0.0,0.0,tr|B1X2Y3|B1X2Y3_CROS5,,tr|Q3M8K8|Q3M8K8_TRIV2,94.805,9.92e-109,,,,,,,tr|B1X2Y3|B1X2Y3_CROS5,57.237,8.46e-62,,,,,,,WP_012411094.1,75.497,1.53e-86,,,
2436,alr4105,,,,,,,,0.180184175,0.516843971,0.014920209,0.008788346,0.173480759,0.440064529,0.031177455,0.049200293,1753,0.000102786,0.102786181,4946163,4947916,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,all2040,PCC7120DELTA_RS12005,WP_010996201.1,WP_010996201,Q8YVD8,PCC7120DELTA_RS12005,phosphotransferase enzyme family protein,All2040 protein,0.180164682,0.339643605,0.056519402,0.14433104,0.407111717,0.434884874,0.305362862,0.48108742,1219,0.000147797,0.147797114,2440359,2441578,1.0,1.0,0.0,2,0.25,87.2315,0.5,56.906,30.3255,0.0,0.0,,,tr|Q3ME20|Q3ME20_TRIV2,96.237,0.0,,,,,,,,,,,,,,,,WP_012408150.1,78.226,0.0,tr|P73647|P73647_SYNY3,56.906,2.26e-151
2438,alr5238,PCC7120DELTA_RS27740,WP_010999362.1,WP_010999362,Q8YLQ8,PCC7120DELTA_RS27740,glycosyltransferase,Glycosyltransferase,0.180151025,0.451801566,0.024954118,0.06369739,0.227740869,0.401212021,0.108592629,0.17341796,1249,0.000144236,0.144236209,6251066,6252315,0.0,1.0,0.0,0,0.0,,0.5,58.047,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,tr|P72911|P72911_SYNY3,58.047,6.120000000000001e-166
2439,all2342,PCC7120DELTA_RS13545,WP_010996498.1,WP_010996498,Q8YUK4,PCC7120DELTA_RS13545,PspA/IM30 family protein,All2342 protein,0.179963843,0.156259666,0.145685845,0.23794602,0.266635513,0.173345829,0.252128474,0.37443224,877,0.000205204,0.205203926,2824624,2825501,3.0,2.0,60.232,8,1.0,70.519,1.0,60.4805,10.0385,0.0,0.0,tr|B1WTR6|B1WTR6_CROS5,tr|B7KGA0|B7KGA0_GLOC7,tr|Q3MGU9|Q3MGU9_TRIV2,98.837,0.0,tr|B5VUY1|B5VUY1_LIMMA,66.279,6.929999999999999e-106,tr|Q4CB68|Q4CB68_CROWT,56.589,3.93e-96,tr|B1WTR6|B1WTR6_CROS5,60.232,2.18e-101,tr|B7KGA0|B7KGA0_GLOC7,60.606,2.34e-99,tr|D7E237|D7E237_NOSA0,81.609,1.29e-139,WP_012410312.1,85.441,1.2300000000000001e-154,sp|Q55707|VIPP1_SYNY3,54.682,1.13e-83
2440,all4760,PCC7120DELTA_RS25405,WP_231865489.1,WP_231865489,Q8YN13,PCC7120DELTA_RS25405,hypothetical protein,All4760 protein,0.179955786,0.47228435,0.048587228,0.018995779,0.178538484,0.421536487,0.073954379,0.040124588,1063,0.00016929,0.169290485,5672992,5674055,1.0,0.0,0.0,1,0.125,96.562,0.0,,,0.0,0.0,,,tr|Q3MCX3|Q3MCX3_TRIV2,96.562,0.0,,,,,,,,,,,,,,,,,,,,,
2441,all1708,PCC7120DELTA_RS10340,WP_010995877.1,WP_010995877,,PCC7120DELTA_RS10340,hypothetical protein,,0.17989985,0.370630543,0.12645986,0.042609148,0.299661513,0.482282663,0.273301162,0.14340071,703,0.000255903,0.255903059,2048400,2049103,1.0,1.0,0.0,2,0.25,84.4375,0.5,42.308,42.1295,0.0,0.0,,,tr|Q3MFF5|Q3MFF5_TRIV2,97.0,3.75e-143,tr|B5VVY7|B5VVY7_LIMMA,42.308,2.72e-36,,,,,,,,,,,,,WP_012411425.1,71.875,2.06e-99,,,
2442,all2230,PCC7120DELTA_RS13005,WP_010996388.1,WP_010996388,,phnC,phosphonate ABC transporter ATP-binding protein,,0.179857285,0.43098742,0.064943974,0.04364046,0.272374682,0.498923806,0.119331355,0.19886889,898,0.000200287,0.200286509,2673285,2674183,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,all3194,PCC7120DELTA_RS17720,WP_010997345.1,WP_010997345,Q8YS97,PCC7120DELTA_RS17720,SOS response-associated peptidase,Abasic site processing protein (EC 3.4.-.-),0.179711358,0.513623748,0.01616376,0.009346565,0.186483193,0.477936933,0.026132026,0.05538062,802,0.000224079,0.224079,3862138,3862940,1.0,0.0,0.0,2,0.25,85.8365,0.0,,,0.0,0.0,,,tr|Q3M689|Q3M689_TRIV2,96.137,2e-169,,,,,,,,,,,,,,,,WP_012409903.1,75.536,7.48e-135,,,
2444,alr1166,PCC7120DELTA_RS07690,WP_010995339.1,WP_010995339,Q8YXP6,PCC7120DELTA_RS07690,2'-5' RNA ligase family protein,Alr1166 protein,0.179696632,0.322198089,0.085083809,0.131808,0.220996538,0.385847416,0.119015933,0.15812626,640,0.000280776,0.280775988,1369117,1369757,1.0,0.0,53.409,7,0.875,61.67657143,0.0,,,0.0,0.0,tr|B1WZ18|B1WZ18_CROS5,tr|B7KHD4|B7KHD4_GLOC7,tr|Q3M4R8|Q3M4R8_TRIV2,89.888,3.6e-119,,,,tr|Q4BWT4|Q4BWT4_CROWT,50.568,1.87e-62,tr|B1WZ18|B1WZ18_CROS5,53.409,9.47e-67,tr|B7KHD4|B7KHD4_GLOC7,58.523,3.74e-71,tr|D7E3Q9|D7E3Q9_NOSA0,67.416,1.8700000000000002e-86,,,,,,
2445,all1969,PCC7120DELTA_RS11630,WP_126987796.1,WP_126987796,,PCC7120DELTA_RS11630,RNaseH domain-containing protein,,0.179485524,0.463155139,0.022240918,0.053060517,0.240247594,0.546797914,0.050407343,0.123537526,1315,0.000136491,0.136490893,2354010,2355325,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,alr0554,PCC7120DELTA_RS04700,WP_010994730.1,WP_010994730,Q8YZC5,PCC7120DELTA_RS04700,tetratricopeptide repeat protein,Alr0554 protein,0.179434199,0.377098695,0.075870361,0.08533354,0.366355944,0.552326506,0.269613584,0.27712774,493,0.000363964,0.363963892,645823,646316,0.0,2.0,0.0,2,0.25,67.323,1.0,34.77,32.553,0.0,0.0,,,tr|Q3MGB0|Q3MGB0_TRIV2,72.441,2.89e-66,tr|B5W967|B5W967_LIMMA,33.333,3.97e-14,,,,,,,,,,,,,WP_041565162.1,62.205,2.33e-53,tr|P72868|P72868_SYNY3,36.207,4.66e-14
2447,asl4753,,,,,,,,0.179432055,0.480853648,0.041553447,0.015889069,0.165615458,0.422820773,0.040295598,0.033730004,259,0.000692788,0.692787856,5666411,5666670,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,all0481,PCC7120DELTA_RS04340,WP_010994657.1,WP_010994657,Q8YZH9,PCC7120DELTA_RS04340,SRPBCC family protein,All0481 protein,0.179126007,0.318909024,0.104854357,0.11361464,0.429755974,0.455659648,0.346555415,0.48705286,664,0.000269768,0.269768083,576230,576894,2.0,0.0,0.0,3,0.375,85.795,0.0,,,0.0,0.0,,,tr|Q3M931|Q3M931_TRIV2,99.462,3.03e-140,,,,,,,,,,,,,tr|D7DXK1|D7DXK1_NOSA0,77.174,2.72e-106,WP_041565560.1,80.749,1.63e-113,,,
2449,alr0761,PCC7120DELTA_RS05685,WP_044520719.1,WP_044520719,,PCC7120DELTA_RS05685,hypothetical protein,,0.179001169,0.432525767,0.065345932,0.03913181,0.306730047,0.581017408,0.134006764,0.20516597,598,0.000299333,0.299333059,883048,883646,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,asl0994,,,,,,,,0.178972202,0.452590234,0.055894283,0.028432088,0.252964764,0.589155839,0.083627228,0.086111225,364,0.000491682,0.491681873,1165508,1165872,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,alr0803,PCC7120DELTA_RS05885,WP_010994977.1,WP_010994977,Q8YYP3,PCC7120DELTA_RS05885,general stress protein,Alr0803 protein,0.178951654,0.474234479,0.023033973,0.03958651,0.283897,0.616505204,0.052316586,0.18286921,1384,0.0001293,0.129300328,928823,930207,1.0,0.0,0.0,2,0.25,83.208,0.0,,,0.0,0.0,,,tr|Q3MFL7|Q3MFL7_TRIV2,96.253,0.0,,,,,,,,,,,,,,,,WP_012410142.1,70.163,2.1e-137,,,
2452,all3314,PCC7120DELTA_RS18315,WP_010997465.1,WP_010997465,Q8YRX8,PCC7120DELTA_RS18315,hypothetical protein,All3314 protein,0.178934909,0.474098439,0.041545864,0.021160424,0.208768775,0.484336652,0.061454095,0.08051558,4531,3.95e-05,0.039491262,4000880,4005411,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,all0343,,,,,,,,0.178898008,0.419958997,0.068527745,0.048207283,0.31894018,0.589253323,0.124400578,0.24316664,565,0.000316634,0.316633643,392788,393353,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,asl3192,PCC7120DELTA_RS17710,WP_010997343.1,WP_010997343,P58527,gatC,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,Glutamyl-tRNA(Gln) amidotransferase subunit C (Glu-ADT subunit C) (EC 6.3.5.-),0.17883092,3.66e-05,0.264774086,0.27168205,0.246608225,4.86e-05,0.292811793,0.4469643,391,0.000457368,0.457368083,3861206,3861597,3.0,2.0,61.458,8,1.0,73.03025,1.0,59.283,13.74725,0.0,0.0,sp|B1X0Z4|GATC_CROS5,sp|B7KKZ9|GATC_GLOC7,sp|Q3M691|GATC_TRIV2,98.958,7.64e-65,tr|B5W0Y8|B5W0Y8_LIMMA,65.625,8.25e-41,tr|Q4BXY5|Q4BXY5_CROWT,61.458,1.49e-38,sp|B1X0Z4|GATC_CROS5,61.458,5.79e-40,sp|B7KKZ9|GATC_GLOC7,66.667,1.6e-44,tr|D7DW38|D7DW38_NOSA0,80.208,2.92e-51,WP_012409901.1,87.368,8.9e-57,sp|Q55450|GATC_SYNY3,52.941,4.5400000000000005e-32
2455,asr3266,,,,,,,,0.178729556,0.476874828,0.045016833,0.014297006,0.188724431,0.49428475,0.032671739,0.039216805,337,0.000530355,0.530354764,3937772,3938109,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,alr5318,PCC7120DELTA_RS28135,WP_010999442.1,WP_010999442,Q8YLI0,PCC7120DELTA_RS28135,ion transporter,Potassium channel protein,0.178682038,0.022904179,0.175567276,0.33757466,0.214563517,0.019826674,0.199482173,0.4243817,907,0.000197003,0.19700335,6346209,6347116,1.0,0.0,0.0,3,0.375,67.902,0.0,,,0.0,0.0,,tr|B7KEY1|B7KEY1_GLOC7,,,,,,,,,,,,,tr|B7KEY1|B7KEY1_GLOC7,59.023,1.4e-99,,,,WP_012409547.1,85.66,1.8099999999999999e-168,,,
